timestamp,value,frequency_label,male_action_label
45800,10,TA,L
45810,21,B,F
45820,52,G,W
45830,37,G,W
45840,60,G,W
45850,5,T,
45860,17,AB,L
45870,30,B,F
45880,34,G,W
45890,57,G,W
45900,2,D,W
45910,27,B,F
45920,56,G,W
45930,57,G,W
45940,5,T,R
45950,26,B,F
45960,31,B,F
45970,7,TA,L
45980,56,G,W
45990,57,G,W
46000,2,D,W
46010,16,AB,L
46020,27,B,F
46030,11,AB,L
46040,47,G,W
46050,2,D,W
46060,22,B,F
46070,6,TA,L
46080,46,G,W
46090,22,B,F
46100,34,G,W
46110,37,G,W
46120,58,G,W
46130,41,G,W
46140,20,AB,L
46150,30,B,F
46160,27,B,F
46170,42,G,W
46180,12,AB,L
46190,24,B,F
46200,4,T,R
46210,48,G,W
46220,56,G,W
46230,16,AB,
46240,53,G,W
46250,22,B,F
46260,58,G,W
46270,3,D,W
46280,4,T,
46290,18,AB,L
46300,38,G,W
46310,6,TA,
46320,48,G,W
46330,57,G,W
46340,29,B,F
46350,34,G,W
46360,44,G,W
46370,16,AB,
46380,56,G,W
46390,29,B,F
46400,44,G,W
46410,58,G,W
46420,54,G,W
46430,32,B,F
46440,22,B,F
46450,40,G,W
46460,6,TA,
46470,34,G,W
46480,30,B,F
46490,22,B,F
46500,56,G,W
46510,8,TA,L
46520,32,B,F
46530,48,G,W
46540,51,G,W
46550,44,G,W
46560,10,TA,
46570,56,G,W
46580,40,G,W
46590,8,TA,
46600,52,G,W
46610,54,G,W
46620,6,TA,L
46630,22,B,F
46640,3,D,W
46650,47,G,W
46660,55,G,W
46670,36,G,W
46680,29,B,F
46690,33,B,F
46700,5,T,R
46710,4,T,R
46720,44,G,W
46730,51,G,W
46740,49,G,W
46750,1,D,W
46760,35,G,W
46770,44,G,W
46780,18,AB,
46790,0,D,W
46800,19,AB,L
46810,30,B,F
46820,28,B,F
46830,6,TA,L
46840,53,G,W
46850,59,G,W
46860,14,AB,
46870,35,G,W
46880,34,G,W
46890,52,G,W
46900,16,AB,L
46910,27,B,F
46920,11,AB,L
46930,44,G,W
46940,6,TA,
46950,45,G,W
46960,50,G,W
46970,59,G,W
46980,5,T,
46990,50,G,W
47000,25,B,F
47010,1,D,W
47020,45,G,W
47030,55,G,W
47040,11,AB,L
47050,9,TA,L
47060,60,G,W
47070,27,B,F
47080,34,G,W
47090,12,AB,
47100,42,G,W
47110,24,B,F
47120,18,AB,L
47130,59,G,W
47140,0,D,W
47150,56,G,W
47160,7,TA,
47170,53,G,W
47180,0,D,W
47190,52,G,W
47200,24,B,F
47210,1,D,W
47220,15,AB,L
47230,16,AB,L
47240,6,TA,L
47250,15,AB,L
47260,32,B,F
47270,28,B,F
47280,2,D,W
47290,55,G,W
47300,42,G,W
47310,32,B,F
47320,11,AB,L
47330,11,AB,L
47340,51,G,W
47350,41,G,W
47360,58,G,W
47370,38,G,W
47380,20,AB,
47390,2,D,W
47400,27,B,F
47410,55,G,W
47420,4,T,
47430,52,G,W
47440,44,G,W
47450,35,G,W
47460,55,G,W
47470,53,G,W
47480,35,G,W
47490,16,AB,L
47500,8,TA,L
47510,32,B,F
47520,12,AB,L
47530,28,B,F
47540,55,G,W
47550,11,AB,L
47560,16,AB,L
47570,15,AB,L
47580,47,G,W
47590,30,B,F
47600,31,B,F
47610,60,G,W
47620,14,AB,L
47630,21,B,F
47640,51,G,W
47650,57,G,W
47660,33,B,F
47670,28,B,F
47680,29,B,F
47690,12,AB,L
47700,60,G,W
47710,27,B,F
47720,36,G,W
47730,57,G,W
47740,20,AB,L
47750,12,AB,L
47760,7,TA,L
47770,18,AB,L
47780,56,G,W
47790,40,G,W
47800,30,B,F
47810,51,G,W
47820,20,AB,L
47830,5,T,R
47840,23,B,F
47850,42,G,W
47860,47,G,W
47870,25,B,F
47880,51,G,W
47890,12,AB,
47900,52,G,W
47910,56,G,W
47920,15,AB,
47930,36,G,W
47940,37,G,W
47950,36,G,W
47960,32,B,F
47970,8,TA,L
47980,53,G,W
47990,40,G,W
48000,19,AB,
48010,35,G,W
48020,5,T,R
48030,6,TA,L
48040,50,G,W
48050,20,AB,L
48060,26,B,F
48070,59,G,W
48080,9,TA,
48090,3,D,W
48100,34,G,W
48110,15,AB,
48120,0,D,W
48130,11,AB,L
48140,21,B,F
48150,47,G,W
48160,56,G,W
48170,25,B,F
48180,5,T,R
48190,13,AB,L
48200,43,G,W
48210,33,B,F
48220,16,AB,L
48230,35,G,W
48240,3,D,W
48250,56,G,W
48260,30,B,F
48270,29,B,F
48280,9,TA,L
48290,15,AB,L
48300,24,B,F
48310,53,G,W
48320,4,T,
48330,12,AB,L
48340,60,G,W
48350,42,G,W
48360,48,G,W
48370,24,B,F
48380,45,G,W
48390,23,B,F
48400,38,G,W
48410,39,G,W
48420,42,G,W
48430,7,TA,L
48440,33,B,F
48450,18,AB,L
48460,47,G,W
48470,20,AB,L
48480,14,AB,L
48490,2,D,W
48500,3,D,W
48510,3,D,W
48520,1,D,W
48530,23,B,F
48540,37,G,W
48550,3,D,W
48560,51,G,W
48570,34,G,W
48580,57,G,W
48590,21,B,F
48600,46,G,W
48610,5,T,R
48620,25,B,F
48630,52,G,W
48640,49,G,W
48650,6,TA,L
48660,10,TA,L
48670,38,G,W
48680,18,AB,L
48690,26,B,F
48700,6,TA,L
48710,20,AB,L
48720,32,B,F
48730,9,TA,L
48740,23,B,F
48750,22,B,F
48760,4,T,R
48770,28,B,F
48780,22,B,F
48790,22,B,F
48800,60,G,W
48810,48,G,W
48820,7,TA,L
48830,25,B,F
48840,19,AB,L
48850,5,T,R
48860,5,T,R
48870,33,B,F
48880,6,TA,L
48890,30,B,F
48900,2,D,W
48910,42,G,W
48920,2,D,W
48930,53,G,W
48940,60,G,W
48950,12,AB,
48960,39,G,W
48970,43,G,W
48980,2,D,W
48990,36,G,W
49000,5,T,
49010,56,G,W
49020,14,AB,
49030,53,G,W
49040,7,TA,L
49050,10,TA,L
49060,29,B,F
49070,50,G,W
49080,33,B,F
49090,23,B,F
49100,23,B,F
49110,9,TA,L
49120,60,G,W
49130,8,TA,L
49140,23,B,F
49150,8,TA,L
49160,29,B,F
49170,57,G,W
49180,49,G,W
49190,17,AB,L
49200,20,AB,L
49210,43,G,W
49220,45,G,W
49230,35,G,W
49240,29,B,F
49250,38,G,W
49260,53,G,W
49270,49,G,W
49280,19,AB,
49290,36,G,W
49300,17,AB,
49310,2,D,W
49320,57,G,W
49330,58,G,W
49340,37,G,W
49350,24,B,F
49360,21,B,F
49370,3,D,W
49380,51,G,W
49390,57,G,W
49400,27,B,F
49410,4,T,R
49420,58,G,W
49430,17,AB,L
49440,6,TA,L
49450,43,G,W
49460,2,D,W
49470,56,G,W
49480,44,G,W
49490,22,B,F
49500,19,AB,L
49510,56,G,W
49520,35,G,W
49530,40,G,W
49540,42,G,W
49550,40,G,W
49560,24,B,F
49570,35,G,W
49580,46,G,W
49590,57,G,W
49600,7,TA,L
49610,4,T,R
49620,53,G,W
49630,43,G,W
49640,18,AB,L
49650,9,TA,L
49660,7,TA,L
49670,58,G,W
49680,37,G,W
49690,3,D,W
49700,54,G,W
49710,36,G,W
49720,6,TA,L
49730,20,AB,L
49740,31,B,F
49750,46,G,W
49760,48,G,W
49770,19,AB,
49780,47,G,W
49790,5,T,R
49800,25,B,F
49810,32,B,F
49820,4,T,R
49830,0,D,W
49840,23,B,F
49850,36,G,W
49860,5,T,R
49870,4,T,R
49880,6,TA,L
49890,51,G,W
49900,24,B,F
49910,3,D,W
49920,33,B,F
49930,12,AB,L
49940,26,B,F
49950,47,G,W
49960,12,AB,
49970,47,G,W
49980,42,G,W
49990,52,G,W
50000,46,G,W
50010,43,G,W
50020,30,B,F
50030,10,TA,L
50040,8,TA,L
50050,50,G,W
50060,25,B,F
50070,59,G,W
50080,50,G,W
50090,46,G,W
50100,0,D,W
50110,19,AB,
50120,42,G,W
50130,33,B,F
50140,37,G,W
50150,50,G,W
50160,3,D,W
50170,17,AB,L
50180,4,T,R
50190,31,B,F
50200,34,G,W
50210,23,B,F
50220,47,G,W
50230,60,G,W
50240,13,AB,
50250,42,G,W
50260,2,D,W
50270,56,G,W
50280,36,G,W
50290,5,T,
50300,51,G,W
50310,3,D,W
50320,27,B,F
50330,46,G,W
50340,46,G,W
50350,43,G,W
50360,18,AB,
50370,41,G,W
50380,44,G,W
50390,50,G,W
50400,43,G,W
50410,4,T,
50420,54,G,W
50430,9,TA,
50440,52,G,W
50450,44,G,W
50460,9,TA,L
50470,28,B,F
50480,59,G,W
50490,44,G,W
50500,50,G,W
50510,4,T,
50520,40,G,W
50530,53,G,W
50540,0,D,W
50550,16,AB,L
50560,21,B,F
50570,9,TA,L
50580,24,B,F
50590,20,AB,L
50600,22,B,F
50610,57,G,W
50620,57,G,W
50630,49,G,W
50640,43,G,W
50650,4,T,R
50660,7,TA,L
50670,51,G,W
50680,49,G,W
50690,48,G,W
50700,8,TA,L
50710,19,AB,L
50720,27,B,F
50730,12,AB,L
50740,56,G,W
50750,50,G,W
50760,7,TA,L
50770,32,B,F
50780,56,G,W
50790,57,G,W
50800,33,B,F
50810,17,AB,L
50820,53,G,W
50830,7,TA,
50840,2,D,W
50850,18,AB,L
50860,11,AB,L
50870,43,G,W
50880,48,G,W
50890,27,B,F
50900,10,TA,L
50910,18,AB,L
50920,26,B,F
50930,45,G,W
50940,60,G,W
50950,23,B,F
50960,5,T,R
50970,39,G,W
50980,29,B,F
50990,52,G,W
51000,40,G,W
51010,47,G,W
51020,54,G,W
51030,29,B,F
51040,9,TA,L
51050,35,G,W
51060,52,G,W
51070,26,B,F
51080,42,G,W
51090,40,G,W
51100,42,G,W
51110,54,G,W
51120,43,G,W
51130,49,G,W
51140,33,B,F
51150,6,TA,L
51160,42,G,W
51170,4,T,R
51180,27,B,F
51190,46,G,W
51200,7,TA,L
51210,13,AB,L
51220,24,B,F
51230,32,B,F
51240,4,T,R
51250,14,AB,L
51260,34,G,W
51270,47,G,W
51280,47,G,W
51290,38,G,W
51300,43,G,W
51310,2,D,W
51320,19,AB,
51330,40,G,W
51340,0,D,W
51350,34,G,W
51360,13,AB,
51370,56,G,W
51380,5,T,
51390,3,D,W
51400,17,AB,L
51410,29,B,F
51420,0,D,W
51430,43,G,W
51440,33,B,F
51450,45,G,W
51460,26,B,F
51470,21,B,F
51480,37,G,W
51490,11,AB,L
51500,4,T,R
51510,25,B,F
51520,17,AB,L
51530,46,G,W
51540,49,G,W
51550,57,G,W
51560,10,TA,L
51570,25,B,F
51580,50,G,W
51590,0,D,W
51600,8,TA,L
51610,6,TA,L
51620,21,B,F
51630,22,B,F
51640,28,B,F
51650,22,B,F
51660,18,AB,L
51670,55,G,W
51680,25,B,F
51690,30,B,F
51700,34,G,W
51710,27,B,F
51720,22,B,F
51730,14,AB,L
51740,60,G,W
51750,60,G,W
51760,45,G,W
51770,53,G,W
51780,56,G,W
51790,0,D,W
51800,10,TA,
51810,38,G,W
51820,46,G,W
51830,48,G,W
51840,26,B,F
51850,24,B,F
51860,36,G,W
51870,56,G,W
51880,43,G,W
51890,18,AB,
51900,53,G,W
51910,8,TA,
51920,46,G,W
51930,36,G,W
51940,5,T,
51950,19,AB,L
51960,56,G,W
51970,38,G,W
51980,0,D,W
51990,8,TA,L
52000,10,TA,L
52010,57,G,W
52020,53,G,W
52030,11,AB,
52040,0,D,W
52050,46,G,W
52060,20,AB,
52070,50,G,W
52080,29,B,F
52090,1,D,W
52100,59,G,W
52110,26,B,F
52120,46,G,W
52130,15,AB,L
52140,6,TA,L
52150,30,B,F
52160,60,G,W
52170,35,G,W
52180,21,B,F
52190,22,B,F
52200,1,D,W
52210,8,TA,
52220,44,G,W
52230,39,G,W
52240,15,AB,
52250,38,G,W
52260,26,B,F
52270,52,G,W
52280,57,G,W
52290,39,G,W
52300,8,TA,L
52310,23,B,F
52320,27,B,F
52330,7,TA,L
52340,40,G,W
52350,21,B,F
52360,23,B,F
52370,40,G,W
52380,40,G,W
52390,18,AB,L
52400,33,B,F
52410,17,AB,L
52420,3,D,W
52430,43,G,W
52440,17,AB,
52450,47,G,W
52460,57,G,W
52470,9,TA,
52480,40,G,W
52490,31,B,F
52500,11,AB,L
52510,34,G,W
52520,52,G,W
52530,49,G,W
52540,6,TA,
52550,3,D,W
52560,9,TA,
52570,40,G,W
52580,47,G,W
52590,52,G,W
52600,54,G,W
52610,36,G,W
52620,56,G,W
52630,31,B,F
52640,28,B,F
52650,60,G,W
52660,9,TA,
52670,34,G,W
52680,53,G,W
52690,37,G,W
52700,39,G,W
52710,47,G,W
52720,18,AB,
52730,44,G,W
52740,25,B,F
52750,12,AB,L
52760,12,AB,L
52770,50,G,W
52780,3,D,W
52790,52,G,W
52800,56,G,W
52810,16,AB,L
52820,15,AB,L
52830,2,D,W
52840,40,G,W
52850,13,AB,L
52860,7,TA,L
52870,34,G,W
52880,36,G,W
52890,20,AB,L
52900,23,B,F
52910,31,B,F
52920,19,AB,L
52930,58,G,W
52940,33,B,F
52950,59,G,W
52960,11,AB,L
52970,31,B,F
52980,21,B,F
52990,7,TA,L
53000,50,G,W
53010,54,G,W
53020,10,TA,
53030,1,D,W
53040,45,G,W
53050,46,G,W
53060,28,B,F
53070,5,T,R
53080,15,AB,L
53090,36,G,W
53100,9,TA,
53110,42,G,W
53120,47,G,W
53130,5,T,
53140,47,G,W
53150,3,D,W
53160,26,B,F
53170,41,G,W
53180,53,G,W
53190,0,D,W
53200,38,G,W
53210,57,G,W
53220,29,B,F
53230,13,AB,L
53240,53,G,W
53250,34,G,W
53260,20,AB,
53270,48,G,W
53280,15,AB,
53290,40,G,W
53300,15,AB,L
53310,18,AB,L
53320,34,G,W
53330,21,B,F
53340,45,G,W
53350,29,B,F
53360,33,B,F
53370,60,G,W
53380,17,AB,L
53390,30,B,F
53400,51,G,W
53410,32,B,F
53420,39,G,W
53430,32,B,F
53440,29,B,F
53450,29,B,F
53460,40,G,W
53470,1,D,W
53480,11,AB,L
53490,30,B,F
53500,53,G,W
53510,25,B,F
53520,33,B,F
53530,2,D,W
53540,56,G,W
53550,44,G,W
53560,52,G,W
53570,1,D,W
53580,4,T,
53590,52,G,W
53600,27,B,F
53610,4,T,R
53620,14,AB,L
53630,6,TA,L
53640,46,G,W
53650,55,G,W
53660,42,G,W
53670,44,G,W
53680,60,G,W
53690,38,G,W
53700,36,G,W
53710,47,G,W
53720,5,T,R
53730,7,TA,L
53740,41,G,W
53750,24,B,F
53760,38,G,W
53770,40,G,W
53780,20,AB,
53790,56,G,W
53800,22,B,F
53810,55,G,W
53820,11,AB,L
53830,23,B,F
53840,6,TA,L
53850,45,G,W
53860,4,T,
53870,54,G,W
53880,23,B,F
53890,13,AB,L
53900,3,D,W
53910,24,B,F
53920,25,B,F
53930,1,D,W
53940,32,B,F
53950,48,G,W
53960,24,B,F
53970,7,TA,L
53980,22,B,F
53990,11,AB,L
54000,51,G,W
54010,28,B,F
54020,23,B,F
54030,2,D,W
54040,15,AB,
54050,59,G,W
54060,48,G,W
54070,57,G,W
54080,29,B,F
54090,32,B,F
54100,50,G,W
54110,13,AB,L
54120,31,B,F
54130,60,G,W
54140,5,T,
54150,39,G,W
54160,9,TA,L
54170,9,TA,L
54180,41,G,W
54190,32,B,F
54200,36,G,W
54210,34,G,W
54220,40,G,W
54230,21,B,F
54240,19,AB,L
54250,59,G,W
54260,44,G,W
54270,37,G,W
54280,28,B,F
54290,10,TA,L
54300,38,G,W
54310,10,TA,L
54320,15,AB,L
54330,46,G,W
54340,37,G,W
54350,6,TA,
54360,51,G,W
54370,13,AB,L
54380,21,B,F
54390,48,G,W
54400,33,B,F
54410,2,D,W
54420,11,AB,
54430,43,G,W
54440,59,G,W
54450,38,G,W
54460,6,TA,
54470,0,D,W
54480,18,AB,
54490,38,G,W
54500,0,D,W
54510,41,G,W
54520,36,G,W
54530,25,B,F
54540,35,G,W
54550,2,D,W
54560,11,AB,L
54570,25,B,F
54580,13,AB,L
54590,32,B,F
54600,13,AB,L
54610,41,G,W
54620,7,TA,L
54630,18,AB,L
54640,23,B,F
54650,30,B,F
54660,48,G,W
54670,33,B,F
54680,29,B,F
54690,36,G,W
54700,21,B,F
54710,42,G,W
54720,18,AB,L
54730,30,B,F
54740,18,AB,L
54750,7,TA,L
54760,32,B,F
54770,51,G,W
54780,36,G,W
54790,29,B,F
54800,3,D,W
54810,39,G,W
54820,34,G,W
54830,4,T,
54840,42,G,W
54850,58,G,W
54860,58,G,W
54870,22,B,F
54880,43,G,W
54890,58,G,W
54900,23,B,F
54910,22,B,F
54920,35,G,W
54930,21,B,F
54940,46,G,W
54950,27,B,F
54960,30,B,F
54970,21,B,F
54980,6,TA,L
54990,26,B,F
55000,2,D,W
55010,22,B,F
55020,19,AB,L
55030,7,TA,L
55040,10,TA,L
55050,54,G,W
55060,29,B,F
55070,34,G,W
55080,39,G,W
55090,55,G,W
55100,5,T,
55110,17,AB,L
55120,53,G,W
55130,41,G,W
55140,46,G,W
55150,50,G,W
55160,51,G,W
55170,56,G,W
55180,37,G,W
55190,7,TA,
55200,36,G,W
55210,27,B,F
55220,21,B,F
55230,14,AB,L
55240,24,B,F
55250,17,AB,L
55260,49,G,W
55270,14,AB,L
55280,21,B,F
55290,18,AB,L
55300,6,TA,L
55310,52,G,W
55320,44,G,W
55330,47,G,W
55340,11,AB,L
55350,17,AB,L
55360,19,AB,L
55370,49,G,W
55380,35,G,W
55390,51,G,W
55400,20,AB,
55410,3,D,W
55420,24,B,F
55430,21,B,F
55440,19,AB,L
55450,19,AB,L
55460,15,AB,L
55470,5,T,R
55480,4,T,R
55490,26,B,F
55500,10,TA,L
55510,31,B,F
55520,35,G,W
55530,35,G,W
55540,42,G,W
55550,52,G,W
55560,15,AB,L
55570,6,TA,L
55580,10,TA,L
55590,2,D,W
55600,28,B,F
55610,39,G,W
55620,59,G,W
55630,43,G,W
55640,60,G,W
55650,30,B,F
55660,28,B,F
55670,30,B,F
55680,52,G,W
55690,16,AB,L
55700,33,B,F
55710,44,G,W
55720,4,T,
55730,60,G,W
55740,16,AB,
55750,34,G,W
55760,19,AB,L
55770,14,AB,L
55780,39,G,W
55790,25,B,F
55800,45,G,W
55810,2,D,W
55820,56,G,W
55830,29,B,F
55840,22,B,F
55850,18,AB,L
55860,43,G,W
55870,53,G,W
55880,15,AB,
55890,49,G,W
55900,48,G,W
55910,15,AB,
55920,50,G,W
55930,54,G,W
55940,32,B,F
55950,12,AB,L
55960,44,G,W
55970,24,B,F
55980,44,G,W
55990,9,TA,L
56000,24,B,F
56010,2,D,W
56020,57,G,W
56030,60,G,W
56040,18,AB,
56050,53,G,W
56060,16,AB,L
56070,25,B,F
56080,3,D,W
56090,40,G,W
56100,33,B,F
56110,0,D,W
56120,58,G,W
56130,7,TA,L
56140,30,B,F
56150,24,B,F
56160,54,G,W
56170,56,G,W
56180,54,G,W
56190,60,G,W
56200,11,AB,L
56210,7,TA,L
56220,45,G,W
56230,40,G,W
56240,23,B,F
56250,48,G,W
56260,56,G,W
56270,47,G,W
56280,57,G,W
56290,59,G,W
56300,20,AB,L
56310,12,AB,L
56320,10,TA,L
56330,7,TA,L
56340,41,G,W
56350,25,B,F
56360,13,AB,L
56370,35,G,W
56380,58,G,W
56390,39,G,W
56400,18,AB,L
56410,29,B,F
56420,10,TA,L
56430,47,G,W
56440,32,B,F
56450,2,D,W
56460,60,G,W
56470,50,G,W
56480,53,G,W
56490,12,AB,
56500,40,G,W
56510,5,T,R
56520,25,B,F
56530,36,G,W
56540,52,G,W
56550,57,G,W
56560,16,AB,L
56570,7,TA,L
56580,10,TA,L
56590,27,B,F
56600,45,G,W
56610,57,G,W
56620,51,G,W
56630,56,G,W
56640,11,AB,L
56650,7,TA,L
56660,53,G,W
56670,2,D,W
56680,48,G,W
56690,22,B,F
56700,56,G,W
56710,16,AB,L
56720,21,B,F
56730,55,G,W
56740,11,AB,
56750,58,G,W
56760,48,G,W
56770,55,G,W
56780,25,B,F
56790,41,G,W
56800,38,G,W
56810,3,D,W
56820,33,B,F
56830,3,D,W
56840,33,B,F
56850,26,B,F
56860,24,B,F
56870,49,G,W
56880,60,G,W
56890,32,B,F
56900,48,G,W
56910,19,AB,L
56920,12,AB,L
56930,35,G,W
56940,30,B,F
56950,46,G,W
56960,7,TA,
56970,47,G,W
56980,12,AB,L
56990,31,B,F
57000,41,G,W
57010,17,AB,L
57020,32,B,F
57030,54,G,W
57040,41,G,W
57050,5,T,
57060,60,G,W
57070,49,G,W
57080,16,AB,
57090,59,G,W
57100,21,B,F
57110,29,B,F
57120,41,G,W
57130,33,B,F
57140,12,AB,L
57150,43,G,W
57160,1,D,W
57170,14,AB,L
57180,20,AB,L
57190,12,AB,L
57200,48,G,W
57210,48,G,W
57220,14,AB,L
57230,5,T,
57240,17,AB,L
57250,4,T,
57260,47,G,W
57270,0,D,W
57280,30,B,F
57290,47,G,W
57300,3,D,W
57310,33,B,F
57320,6,TA,L
57330,15,AB,L
57340,53,G,W
57350,15,AB,
57360,39,G,W
57370,20,AB,
57380,43,G,W
57390,4,T,R
57400,33,B,F
57410,27,B,F
57420,4,T,R
57430,8,TA,L
57440,10,TA,L
57450,7,TA,L
57460,56,G,W
57470,59,G,W
57480,26,B,F
57490,15,AB,L
57500,35,G,W
57510,5,T,
57520,15,AB,L
57530,12,AB,L
57540,40,G,W
57550,44,G,W
57560,42,G,W
57570,60,G,W
57580,33,B,F
57590,15,AB,L
57600,21,B,F
57610,18,AB,L
57620,56,G,W
57630,5,T,R
57640,23,B,F
57650,5,T,R
57660,4,T,R
57670,28,B,F
57680,52,G,W
57690,59,G,W
57700,17,AB,L
57710,16,AB,L
57720,56,G,W
57730,48,G,W
57740,19,AB,L
57750,28,B,F
57760,5,T,R
57770,7,TA,L
57780,59,G,W
57790,5,T,R
57800,26,B,F
57810,19,AB,L
57820,34,G,W
57830,46,G,W
57840,37,G,W
57850,27,B,F
57860,17,AB,L
57870,22,B,F
57880,19,AB,L
57890,20,AB,L
57900,17,AB,L
57910,33,B,F
57920,35,G,W
57930,55,G,W
57940,5,T,
57950,60,G,W
57960,13,AB,
57970,58,G,W
57980,50,G,W
57990,49,G,W
58000,2,D,W
58010,19,AB,L
58020,31,B,F
58030,6,TA,L
58040,6,TA,L
58050,60,G,W
58060,11,AB,L
58070,30,B,F
58080,11,AB,L
58090,15,AB,L
58100,54,G,W
58110,6,TA,L
58120,32,B,F
58130,60,G,W
58140,38,G,W
58150,46,G,W
58160,25,B,F
58170,30,B,F
58180,8,TA,L
58190,16,AB,L
58200,12,AB,L
58210,7,TA,L
58220,1,D,W
58230,40,G,W
58240,54,G,W
58250,28,B,F
58260,60,G,W
58270,8,TA,
58280,58,G,W
58290,32,B,F
58300,38,G,W
58310,0,D,W
58320,21,B,F
58330,32,B,F
58340,16,AB,L
58350,56,G,W
58360,47,G,W
58370,40,G,W
58380,10,TA,L
58390,22,B,F
58400,20,AB,L
58410,30,B,F
58420,29,B,F
58430,49,G,W
58440,5,T,
58450,11,AB,L
58460,2,D,W
58470,33,B,F
58480,19,AB,L
58490,15,AB,L
58500,7,TA,L
58510,29,B,F
58520,21,B,F
58530,13,AB,L
58540,59,G,W
58550,34,G,W
58560,50,G,W
58570,56,G,W
58580,3,D,W
58590,15,AB,
58600,54,G,W
58610,46,G,W
58620,21,B,F
58630,28,B,F
58640,9,TA,L
58650,50,G,W
58660,23,B,F
58670,0,D,W
58680,42,G,W
58690,26,B,F
58700,41,G,W
58710,49,G,W
58720,51,G,W
58730,19,AB,
58740,52,G,W
58750,23,B,F
58760,46,G,W
58770,45,G,W
58780,2,D,W
58790,49,G,W
58800,43,G,W
58810,7,TA,L
58820,29,B,F
58830,58,G,W
58840,45,G,W
58850,58,G,W
58860,3,D,W
58870,2,D,W
58880,52,G,W
58890,52,G,W
58900,58,G,W
58910,27,B,F
58920,54,G,W
58930,14,AB,L
58940,30,B,F
58950,17,AB,L
58960,18,AB,L
58970,23,B,F
58980,4,T,R
58990,37,G,W
59000,16,AB,L
59010,28,B,F
59020,1,D,W
59030,14,AB,
59040,41,G,W
59050,25,B,F
59060,2,D,W
59070,18,AB,L
59080,17,AB,L
59090,40,G,W
59100,50,G,W
59110,40,G,W
59120,30,B,F
59130,59,G,W
59140,11,AB,L
59150,14,AB,L
59160,39,G,W
59170,16,AB,L
59180,27,B,F
59190,59,G,W
59200,9,TA,
59210,49,G,W
59220,25,B,F
59230,33,B,F
59240,42,G,W
59250,43,G,W
59260,36,G,W
59270,51,G,W
59280,5,T,
59290,47,G,W
59300,41,G,W
59310,48,G,W
59320,7,TA,L
59330,11,AB,L
59340,0,D,W
59350,14,AB,L
59360,24,B,F
59370,4,T,R
59380,27,B,F
59390,34,G,W
59400,53,G,W
59410,44,G,W
59420,55,G,W
59430,6,TA,L
59440,12,AB,L
59450,9,TA,L
59460,52,G,W
59470,3,D,W
59480,21,B,F
59490,27,B,F
59500,17,AB,L
59510,13,AB,L
59520,43,G,W
59530,25,B,F
59540,2,D,W
59550,56,G,W
59560,16,AB,
59570,54,G,W
59580,51,G,W
59590,17,AB,L
59600,32,B,F
59610,30,B,F
59620,25,B,F
59630,4,T,R
59640,55,G,W
59650,6,TA,L
59660,24,B,F
59670,58,G,W
59680,58,G,W
59690,44,G,W
59700,35,G,W
59710,38,G,W
59720,43,G,W
59730,53,G,W
59740,29,B,F
59750,3,D,W
59760,27,B,F
59770,57,G,W
59780,54,G,W
59790,4,T,
59800,56,G,W
59810,35,G,W
59820,12,AB,
59830,36,G,W
59840,49,G,W
59850,4,T,R
59860,21,B,F
59870,36,G,W
59880,55,G,W
59890,44,G,W
59900,6,TA,
59910,53,G,W
59920,24,B,F
59930,22,B,F
59940,28,B,F
59950,53,G,W
59960,4,T,
59970,43,G,W
59980,41,G,W
59990,0,D,W
60000,17,AB,L
60010,19,AB,L
60020,0,D,W
60030,53,G,W
60040,28,B,F
60050,33,B,F
60060,33,B,F
60070,22,B,F
60080,53,G,W
60090,44,G,W
60100,15,AB,L
60110,20,AB,L
60120,46,G,W
60130,33,B,F
60140,2,D,W
60150,40,G,W
60160,1,D,W
60170,50,G,W
60180,22,B,F
60190,35,G,W
60200,11,AB,L
60210,25,B,F
60220,9,TA,L
60230,11,AB,L
60240,38,G,W
60250,29,B,F
60260,19,AB,L
60270,39,G,W
60280,53,G,W
60290,19,AB,L
60300,18,AB,L
60310,48,G,W
60320,46,G,W
60330,8,TA,
60340,41,G,W
60350,30,B,F
60360,16,AB,L
60370,36,G,W
60380,36,G,W
60390,57,G,W
60400,14,AB,
60410,55,G,W
60420,4,T,
60430,46,G,W
60440,3,D,W
60450,24,B,F
60460,9,TA,L
60470,8,TA,L
60480,50,G,W
60490,58,G,W
60500,44,G,W
60510,19,AB,
60520,3,D,W
60530,22,B,F
60540,4,T,R
60550,24,B,F
60560,11,AB,L
60570,21,B,F
60580,19,AB,L
60590,44,G,W
60600,42,G,W
60610,28,B,F
60620,55,G,W
60630,47,G,W
60640,14,AB,
60650,54,G,W
60660,37,G,W
60670,21,B,F
60680,18,AB,L
60690,59,G,W
60700,10,TA,L
60710,7,TA,L
60720,53,G,W
60730,3,D,W
60740,37,G,W
60750,25,B,F
60760,19,AB,L
60770,23,B,F
60780,0,D,W
60790,38,G,W
60800,51,G,W
60810,44,G,W
60820,41,G,W
60830,4,T,
60840,55,G,W
60850,47,G,W
60860,35,G,W
60870,58,G,W
60880,23,B,F
60890,38,G,W
60900,41,G,W
60910,12,AB,L
60920,8,TA,L
60930,46,G,W
60940,43,G,W
60950,44,G,W
60960,44,G,W
60970,7,TA,
60980,54,G,W
60990,49,G,W
61000,25,B,F
61010,59,G,W
61020,5,T,
61030,57,G,W
